track_name,artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hot_or_not,cluster_kmean
星が泳ぐ,macaroni empitsu,0MnPdlWm7MSSUnEamZp5lX,0.566,0.743,0,-5.377,1,0.0361,0.0265,0.0,0.329,0.649,94.973,4,N,6
hysteria,def leppard,2PFIZFcGry0po3ZfRZkzKc,0.659,0.846,7,-5.508,1,0.0274,0.0318,0.0144,0.203,0.659,107.01,4,N,6
captivity spinal cord,ekwon,4owJKxUgxW1gu3RXjejkB1,0.491,0.978,7,-4.617,1,0.0805,4.17e-06,0.913,0.477,0.11,119.902,4,N,3
need to breathe,smartface,5d2ZyJK1uK4bbLf6YKHOhw,0.772,0.661,7,-6.689,1,0.038,0.432,0.854,0.573,0.162,99.011,4,N,3
night rainstorm,nature sounds,4eoy8Fea209fDhJBDWMMoe,0.161,0.558,1,-24.908,1,0.169,0.0233,0.52,0.417,0.0331,84.172,4,N,7
玉虫色ホモサピエンス,dempagumi.inc,44uQYWqf3WfS2NQFVTaJFF,0.386,0.84,10,-4.586,0,0.233,0.0138,2.31e-05,0.156,0.878,189.745,4,N,0
birthday gal - demo,the replacements,5RmDHH54g4IhWO0DVQzD5u,0.536,0.692,9,-7.567,1,0.0596,0.00221,0.00385,0.362,0.388,121.62,4,N,0
todas as coisas / tudo entregarei - acústico,fernandinho,5pghTOwHF85gf2kBpdSSM1,0.49,0.288,0,-9.643,1,0.0289,0.833,2.52e-06,0.161,0.218,145.804,3,N,2
mystery,gary stadler;stephannie,2dxw2PB8P0uArU0IuFNzKd,0.307,0.146,4,-22.448,0,0.0305,0.971,0.0147,0.0966,0.128,73.929,4,N,7
"give me more, more, more (of your kisses)",lefty frizzell,2G8nwxfJFxk0iM7M7Nzzlu,0.519,0.397,2,-10.737,1,0.075,0.83,0.0,0.213,0.861,198.353,4,N,2
sobrio,maluma,387Dc03iCK2iZ6PBHU1Vb5,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,4,N,6
re_solution,marco carola,0YWoNszMEK54KcqgNHUxWK,0.81,0.829,4,-9.954,1,0.0527,0.00646,0.887,0.0912,0.272,127.998,4,N,3
rüya & gerçek,stabil,5ttPhgLuzPJfzFrLPlmJUv,0.701,0.537,9,-13.138,0,0.0429,0.828,0.0157,0.0965,0.307,89.997,4,N,2
alone at the landfill,cattle decapitation,0Ly0klfWRwD2lrev1sRj46,0.0903,0.964,5,-3.693,0,0.117,3.05e-05,0.726,0.294,0.0365,79.122,4,N,3
just jammin',gramatik,0h7JPd0usccTo7EoCXiNck,0.815,0.68,10,-5.785,0,0.0851,0.0675,0.0122,0.117,0.804,90.008,4,N,1
back to summer,shift k3y,1ecT8HKw4RnjgGoC63jHXI,0.632,0.874,1,-3.106,0,0.058,0.0169,3.72e-06,0.32,0.65,124.009,4,N,1
"yes, i will wait",victor crone,3u9MwKqInpTUNiGjQcoxXh,0.584,0.61,5,-6.438,1,0.0303,0.268,0.0,0.0714,0.362,112.093,4,N,6
cruel summer,bananarama,2EGaDf0cPX789H3LNeB03D,0.666,0.871,1,-6.017,0,0.0272,0.27,0.0208,0.263,0.936,108.501,4,N,1
una mujer enamorada,beto diaz,2CkJwySsYnvpafrCeGcXik,0.517,0.445,5,-9.591,1,0.0258,0.0604,0.0902,0.233,0.514,103.174,4,N,6
fenceposts,cody johnson,63N3mSA7zVaAmZU4Xi6ifZ,0.455,0.628,7,-6.246,1,0.0272,0.31,1.87e-06,0.227,0.402,160.001,4,N,0
calvert street rock,ancient astronauts,0ZkTBCxnt6x19g6syTx3t4,0.697,0.813,7,-8.703,1,0.0391,0.11,0.91,0.701,0.234,150.019,4,N,3
greater - live,planetshakers,0AmYeA2gUXqeduh4srUqaq,0.564,0.899,4,-6.523,1,0.106,0.00688,0.0,0.711,0.376,128.058,4,N,4
coincidência - ao vivo,turma do pagode,3LhD9SytzKHe6GTVXXZbwH,0.558,0.774,1,-6.67,0,0.0657,0.599,0.0,0.965,0.645,163.963,4,N,4
太平道,endy chow,63Hnm2IiSP9VDzJF2WdzCL,0.536,0.282,4,-13.917,1,0.0358,0.862,0.0265,0.0987,0.205,123.705,4,N,2
weird fishes/ arpeggi,radiohead,4wajJ1o7jWIg62YqpkHC7S,0.531,0.61,11,-8.025,0,0.0387,0.772,0.756,0.0908,0.199,152.958,4,N,3
y la esperanza,enjambre,5y0ig04lDdVHdeHj70dPea,0.521,0.642,4,-8.572,0,0.0308,0.222,0.826,0.227,0.358,114.026,4,N,3
passions,george skaroulis,1WWeB1R1rCWKNMkcKqksl5,0.427,0.0543,1,-20.296,1,0.0435,0.993,0.931,0.0922,0.104,124.337,3,N,7
sympathy,kitri,23Mcmg5O8rBKAOzxvrTjnD,0.69,0.423,2,-9.194,0,0.0294,0.883,0.0123,0.111,0.59,130.121,4,N,2
universe,brox,7zgVP6i47KC2HfKroljecW,0.628,0.894,6,-8.866,0,0.0442,3.51e-05,0.774,0.0744,0.259,140.004,4,N,3
adan y eva,cesar costa,0YKzNVdniFbIygZieYMeBW,0.459,0.435,4,-8.006,0,0.0391,0.845,2.74e-05,0.181,0.649,100.698,4,N,2
i should probably go to bed,dan + shay,5ovVcYo2MvjVydFwFyaaqy,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,4,N,2
道聽途說,lin hsin yi,4DjMe5UQIMvg6HS3LoZwh3,0.378,0.521,7,-8.482,1,0.0547,0.346,0.0,0.249,0.188,167.889,4,N,0
undefeated,burgerkill,2WNjQBE2ELqnOMdPDyEg7T,0.332,0.988,7,-5.591,1,0.0962,7.4e-05,0.0088,0.367,0.344,200.11,4,N,0
say it's not you,george jones,21rrgSs5JdD7bW6pzVD4K9,0.508,0.338,9,-11.906,1,0.0261,0.693,2.3e-06,0.0811,0.489,91.457,3,N,2
buttobi! (live at 日本武道館 2022.5.15),momoiro clover z,3MJY0H8lkbArOFdE23YjmC,0.654,0.967,2,-1.677,1,0.266,0.217,0.0,0.96,0.544,124.953,4,N,4
terminally infernal,haggus,5luRVoc6FQ9i5Alb096JJF,0.105,0.997,1,-3.48,1,0.116,6.13e-06,0.473,0.235,0.0361,178.725,4,N,0
whistle - acoustic ver.,blackpink,20MOKIGONywL5xIoB7RRAR,0.844,0.462,1,-5.969,0,0.0421,0.804,0.0,0.0923,0.636,102.94,4,N,1
笑顔のレシピ,=love,1eJ8xprO5ZvX4A6YC2gcyF,0.538,0.921,6,-3.315,1,0.0553,0.0237,4.89e-06,0.362,0.77,95.029,4,N,6
estranged,guns n' roses,3s03nrUInN3NAVjQtmnS0O,0.359,0.762,11,-8.323,1,0.032,0.0105,0.281,0.368,0.167,89.259,4,N,0
"56, ar",the pine box boys,3quDLAExWMNTwyZAXHJuDg,0.639,0.78,2,-7.318,0,0.035,0.13,1.18e-06,0.0616,0.961,132.728,4,N,1
the corner,staind,2ZhOjD3qWdeHMYZM4zKADi,0.467,0.569,1,-5.958,0,0.0283,0.0388,0.0348,0.0975,0.049,134.945,3,N,0
opaline,novo amor,732Zsh1L5ixRNgAmiPyvrp,0.367,0.337,1,-9.857,1,0.0326,0.955,0.117,0.0869,0.283,181.868,4,N,2
dos y siete,vicente garcia,288IrRlNLeIurDNOeSgwOB,0.791,0.635,3,-10.812,1,0.0363,0.35,0.113,0.0938,0.644,114.092,4,N,6
cluster of knots,jaleh negari,1GRzcUnUJQVBj3v1eX9gIa,0.328,0.296,1,-15.583,0,0.0605,0.703,0.853,0.0715,0.0321,163.678,4,N,7
ee kaattu,karthik,2uddWiAVaH4owVLOHZgjGp,0.662,0.488,6,-8.983,0,0.0325,0.857,0.000194,0.142,0.561,126.008,4,N,1
getaway,syn cole,1Ai5UrDsntCo4nB1xEq9HW,0.742,0.835,6,-3.501,1,0.0355,0.222,0.0,0.111,0.664,110.03,4,N,6
rose petals,darci,52yTpTfOqRHXyn0lyQgwr3,0.737,0.577,0,-8.693,0,0.0401,0.703,0.0542,0.114,0.29,140.004,4,N,1
long night,pete bernhard,2zhL0n71GK0lhgDc83VT9A,0.805,0.273,4,-15.269,1,0.0629,0.864,0.000226,0.108,0.265,115.048,4,N,2
three little beats,beat oven,74KuTUcQ5BB9zSWn4cRNX7,0.827,0.312,11,-10.419,1,0.0924,0.138,0.89,0.0929,0.551,155.907,4,N,3
1guy - original mix,elay lazutkin,2TB25qYvC3ENA4T2Fst4xK,0.861,0.589,6,-8.031,0,0.191,0.00224,0.217,0.261,0.149,126.993,4,N,1
tu veneno,j balvin,5KFHrrBMyGj5MhVbZMM3ts,0.664,0.659,10,-4.232,0,0.0873,0.0625,0.00024,0.0874,0.797,175.826,4,N,1
lights,archive,0zu11sCBaCOQT7QWfqGFbD,0.501,0.676,9,-8.767,0,0.0352,0.412,0.765,0.0692,0.0686,138.006,4,N,3
son of a queen,alkaline,7dyN9Zb0jXEMsMoXhiogUt,0.544,0.699,8,-7.474,1,0.122,0.0916,0.0,0.16,0.435,132.932,5,N,6
mulher,linn da quebrada,2ufmiGf9zDBGQduFiZxmPs,0.574,0.478,0,-10.564,1,0.344,0.0736,4.52e-06,0.144,0.192,119.956,4,N,6
"baseball, baseball, fun in the sun",dora the explorer,7jNL67XJS4gV8L8jTVhzSh,0.647,0.8,2,-5.759,1,0.0434,0.0985,0.000234,0.177,0.951,154.936,4,N,6
atlas: touch,sleeping at last,1XmdB9Kha5e5H4PfTSmewn,0.398,0.0933,0,-11.879,1,0.0442,0.958,4.63e-06,0.0893,0.185,81.76,3,N,2
seduce / destroy,lucille croft,1eG6ogBMDCT36ciEocKV8V,0.625,0.808,8,-3.321,1,0.0333,0.000478,0.28,0.163,0.27,105.005,4,N,0
truckdriving song,galenskaparna & after shave,1TTAjqGBRwR2mFa5ROzlH2,0.57,0.667,6,-5.926,0,0.0311,0.74,0.0,0.341,0.789,118.178,4,N,1
moonlight lovers,shady moon,1DxVPlu2YdmjRReQ8E6weM,0.899,0.347,1,-10.895,1,0.0927,0.398,0.000855,0.261,0.817,118.014,4,N,6
royals,the baseballs,7E8osPOfj1L5OjlMCFC3aD,0.716,0.86,1,-5.512,1,0.0738,0.513,8.35e-06,0.356,0.94,109.0,4,N,6
ゲゲゲの鬼太郎 (instrumental),龍藏ryuzo,5Qn6Ys1fHlef8zgCLqCdud,0.571,0.325,7,-11.442,1,0.0443,0.404,0.417,0.0872,0.32,116.457,3,N,2
he is the only reason,maunalua,4KXDsTlpdUe78WsdNfnRDY,0.509,0.267,3,-12.508,1,0.0256,0.742,0.0,0.114,0.242,81.958,4,N,2
share with your friends,pj panda,3RRjwk6RIiIHrxkppYoO6n,0.844,0.531,4,-5.252,1,0.06,0.155,0.0,0.104,0.618,144.954,4,N,6
georgia on a fast train,shaver;billy joe shaver,2UicNzPoIwYvu08vVFzRTP,0.77,0.556,5,-10.898,0,0.0426,0.151,1.74e-05,0.065,0.882,123.227,4,N,1
bastard,soulfly,0g0MyR0Prt1hSuhj9VnUWq,0.317,0.983,1,-4.856,0,0.116,0.000448,0.172,0.406,0.19,113.122,4,N,0
pretos ganhando dinheiro incomoda demais,criolo,2PAIsoqMROZJPyDGlE5YgA,0.636,0.716,0,-7.032,0,0.0729,0.0512,4.34e-05,0.12,0.349,109.855,4,N,1
melancolía,estelares,3iIQdR4zxBG2pkBU0L9ooA,0.671,0.775,9,-4.861,0,0.0333,0.0326,0.0,0.467,0.671,131.995,4,N,1
страсть к курению,buerak,0MXSymo8sAZ3FYTHSf8zMZ,0.769,0.701,0,-10.45,1,0.0354,0.249,0.00252,0.0828,0.801,128.044,4,N,6
nöbetçinin türküsü,cem karaca,0miRkg25FkSallQPNvdBx6,0.44,0.583,9,-11.141,0,0.068,0.367,0.0,0.0533,0.449,94.649,3,N,1
five finger boogie,winifred atwell,2kZDfMUJYaA64FvAVc7mZ6,0.484,0.647,7,-13.536,0,0.0383,0.777,0.91,0.0544,0.961,117.952,4,N,3
聽海,a-mei chang,2WWDsBLNL4czuVcg7rjfy2,0.528,0.388,10,-11.685,1,0.0372,0.265,0.0,0.41,0.138,123.894,4,N,2
"victor, fly me to stafford",my little airport,3MNFiVcKOPlcvXcx9EHdpE,0.622,0.524,9,-7.626,0,0.0282,0.693,0.00263,0.094,0.733,152.972,4,N,1
彳亍,juno mak,4vbp1GWjMo0pwYYC2dNwun,0.503,0.351,2,-9.927,1,0.0281,0.671,0.0,0.139,0.199,131.913,4,N,2
於心有愧,eason chan,3tFqivmepFPaAW1Okc1SBE,0.535,0.467,3,-9.403,1,0.0528,0.75,0.0,0.1,0.459,136.046,3,N,2
en la casa de inés,guaraná,5nenV4D7Yw2efQxItXOasH,0.805,0.44,9,-6.934,0,0.0298,0.452,0.0,0.108,0.829,107.985,4,N,1
the overview effect,deru,4bn8XwFsS5HzGDZ6Of6n09,0.172,0.195,0,-19.065,0,0.0386,0.951,0.935,0.1,0.0262,66.422,4,N,7
ciencia de la lluvia,enjambre,1rBivSsnwBbuC1UH9w9eCV,0.465,0.952,2,-3.312,1,0.0624,0.0455,1.82e-05,0.0804,0.502,159.054,4,N,0
carolina,seu jorge,40XnMKTGFzqkKymoFQ1Bft,0.627,0.752,4,-6.438,0,0.0425,0.0412,1.71e-05,0.204,0.48,89.995,4,N,1
high 5,calibretto 13,1Q6A7Uy4vXDfcnigKgwPZp,0.382,0.9,7,-4.938,1,0.0685,0.018,0.0,0.0911,0.644,79.965,4,N,6
hypnotize - 2014 remaster,the notorious b.i.g.,7KwZNVEaqikRSBSpyhXK2j,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,4,N,6
holiday rock,neon trees,1QG0ibNEFUb0sIFDsIYrMk,0.529,0.818,6,-6.622,1,0.04,6.5e-05,0.0,0.354,0.684,148.173,4,N,0
just to be needed,death's dynamic shroud,57Xrr61VaAellAX9hjxK19,0.473,0.497,11,-8.001,1,0.0357,0.0106,0.00617,0.371,0.119,120.091,4,N,0
do chuhe the,wowkidz,04ry07aeaZz1314Ni9MuAq,0.771,0.289,5,-7.391,1,0.302,0.898,0.0,0.066,0.648,199.621,4,N,2
prune that family tree right at the stump,dan cummins,4gTZWsT8cXlU2e19DIA16X,0.595,0.613,11,-12.902,0,0.959,0.688,0.0,0.728,0.705,79.132,4,N,5
spit me out,the spits,5Kn2ZIyMM8lSOg6J6iap3z,0.315,0.879,7,-2.713,1,0.0425,0.0453,1.84e-06,0.274,0.424,97.984,4,N,0
my friend peppa,peppa pig,2sLvKUXHZ70fxIMZpmwuqq,0.803,0.735,5,-6.135,1,0.0384,0.378,0.0,0.085,0.934,137.981,4,N,6
i et andet liv,minik knudsen,48UNHWGzRfk4AOKrCJM7XJ,0.0685,0.00769,7,-38.523,1,0.0439,0.991,0.859,0.107,0.111,74.874,3,N,7
so long,mr. scruff,41HHlHckAtWfxvDEHUXrkN,0.668,0.528,11,-10.047,0,0.0348,0.115,0.864,0.312,0.711,99.404,4,N,3
kathy's song (come lie next to me),apoptygma berzerk,6sUXk2XinsRKYPuVJXgIzA,0.71,0.815,5,-9.254,0,0.0524,0.00351,0.9,0.129,0.832,121.992,4,N,3
let’s go,stuck in the sound,1XsN9Flu0VvZpXmrkBtZGt,0.486,0.623,11,-5.07,0,0.0309,0.0097,3.4e-05,0.178,0.275,89.454,4,N,1
move on,good morning everyone,32dWgoFBGJ5LWXn81QZ8q7,0.502,0.828,9,-5.276,1,0.0501,0.0146,0.0,0.0822,0.495,162.997,4,N,0
tiki god,the presidents of the united states of america,3l8pZBAD0yJZCTQi35DJKw,0.483,0.873,11,-6.981,1,0.0458,0.00454,3.02e-06,0.297,0.662,151.276,4,N,0
those who do not,surgeon,6Kp7mh71LJi1By4yyh92uH,0.601,0.468,10,-14.289,1,0.311,0.00303,0.914,0.111,0.188,130.032,4,N,3
spejlbilledet,pernille højgaard,5dkGlc0WJH2uaEQkbL34oI,0.159,0.363,9,-11.802,1,0.0366,0.649,7.87e-05,0.476,0.0679,84.084,4,N,2
dream on,the mission,3i8CD9XwX3jf82ciqxDLg0,0.227,0.243,2,-22.014,0,0.0285,0.0431,0.0,0.118,0.198,78.254,4,N,7
no te alejes tanto de mí,luis alberto spinetta,2NXYLpZdCZ6qaqZlaMpDMd,0.783,0.292,2,-18.026,1,0.0404,0.164,0.00185,0.153,0.696,120.802,4,N,6
little kandi raver - original mix,s3rl,785YakNCrw6pE9KgZyPwWy,0.515,0.956,0,-5.878,0,0.0802,0.0141,0.116,0.0558,0.468,174.962,4,N,0
how can i live,ill niño,4dSAuM3CkN1a9mhqn1xB4J,0.531,0.983,5,-3.039,1,0.0522,4.84e-05,0.0417,0.437,0.474,100.89,4,N,0
main dhoondne ko zamaane mein,arijit singh,75p6BrziB5urmwPCeXl3y7,0.329,0.45,2,-6.312,0,0.0405,0.594,0.0,0.13,0.284,80.095,4,N,2
petit prince,georgio,12vhnzIfOJxdt7jaZL5MHK,0.829,0.605,9,-8.858,0,0.215,0.568,2.4e-06,0.0984,0.199,126.0,4,N,1
rollies,old mervs,1fBXFtvjem3n0KV9nPIJT0,0.36,0.941,6,-5.51,1,0.0617,0.000253,0.737,0.166,0.628,106.043,4,N,3
bicho-folha e bicho-pau,palavra cantada,25rTapkGpjHglVl0nhHmE6,0.691,0.475,0,-7.743,1,0.0801,0.596,1.16e-06,0.145,0.791,79.041,4,N,6
one,thaikkudam bridge,5PFO5wajg9qK427Bb1aLF1,0.613,0.813,8,-5.394,1,0.0546,0.188,0.0,0.0856,0.648,112.458,3,N,6
congratulations,cliff richard,1ZfbMOw5VSh5Qqr8hgLCkJ,0.478,0.681,4,-5.2,1,0.0291,0.133,0.0,0.0748,0.962,92.898,4,N,6
i samma bil,bo kaspers orkester,4pWq7GndIl8NXzd9owY4bE,0.584,0.921,9,-4.898,1,0.0461,0.00505,0.0107,0.0974,0.539,105.182,4,N,6
r u mine?,arctic monkeys,2AT8iROs4FQueDv2c8q2KE,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,4,N,1
buried dreams - demo,carcass,4Kf3w8LrW9Xs3WLnQKsryR,0.209,0.811,4,-15.643,1,0.117,1.91e-06,0.902,0.0903,0.264,130.983,4,N,3
pick pocket,prolix,1LfwXAkJQH5hPNVPZm4D01,0.489,0.984,7,-2.493,1,0.107,1.59e-05,0.878,0.0829,0.571,174.009,4,N,3
workin me,quavo,4MAsYGSgxsaj73dC2lvFC4,0.792,0.657,8,-4.245,1,0.191,0.205,4.1e-06,0.196,0.228,169.969,4,N,0
dime que sí - banda,edwin luna y la trakalosa de monterrey,1LHuh8FGqIo4VqFPwq9Ck4,0.59,0.532,4,-5.446,1,0.0293,0.504,0.0,0.145,0.584,145.973,3,N,6
till the clouds clear,lamb,4lNZ8Ju8psIStTozTigKoF,0.621,0.42,5,-9.425,1,0.0379,0.134,0.00786,0.121,0.161,106.282,3,N,2
reflertar,samuca e a selva,2sSxCkBPaHbTlbLUdO7v6X,0.663,0.478,0,-8.649,0,0.0279,0.114,0.000515,0.124,0.386,149.957,4,N,1
nånting med dig,steget,3mX6oCjaxDyuV3CK7mA9qe,0.327,0.293,1,-10.218,0,0.0311,0.668,5.03e-06,0.125,0.17,77.644,3,N,2
freak,moliy,7raJbk0uG31gczoFR5KOpg,0.838,0.403,7,-7.958,1,0.06,0.0715,4.17e-05,0.0476,0.611,100.022,4,N,6
demons,greensky bluegrass,5UfTNVAB536Op3MZnwY5dk,0.495,0.742,11,-5.815,0,0.0301,0.239,0.0502,0.205,0.824,134.742,4,N,1
秘密の庭のふたり,yui horie,0drkpiibrRIpUc5tSubX2J,0.566,0.888,8,-4.031,1,0.0438,0.00881,3.96e-05,0.254,0.833,89.998,4,N,6
amazon prime,louie anderson,5oAwsapxW8kd3lJfIG7ZJ9,0.365,0.965,0,-10.515,0,0.904,0.714,0.0,0.902,0.0362,82.561,4,N,5
"tujhe main pyar karu (from ""1920"")",kailash kher,58ieSeFMVmDtSeybyoRity,0.556,0.597,11,-6.364,0,0.0366,0.342,0.0,0.141,0.331,96.99,4,N,1
do 'em good,mike epps,5S9atrQLWHuMZLvFbDCGUp,0.539,0.797,1,-11.521,1,0.782,0.891,0.0,0.36,0.0764,35.392,3,N,5
ausländer,rammstein,7j43FohbLVulScL7S9sQZk,0.681,0.912,0,-4.159,1,0.0912,0.000757,0.00136,0.359,0.479,125.031,4,N,6
mosca na sopa,raul seixas,6AIViEVtYEhpvko7PDeIda,0.599,0.793,2,-8.802,1,0.075,0.393,1.91e-05,0.238,0.898,90.017,4,N,6
trail of tears,the budos band,2rLIMXfErcvaiv2Vtvo6Wp,0.531,0.641,0,-6.999,0,0.0274,0.0235,0.922,0.103,0.604,96.144,4,N,3
superhéroes,charly garcía,6TgWP4HXj9wZyJF3yoghRj,0.601,0.562,0,-13.324,1,0.077,0.228,0.000261,0.109,0.413,79.817,4,N,6
combustable - four track remix,blake baxter,6GYYGxF2zWoxlncztioDu0,0.943,0.564,1,-8.86,1,0.228,0.176,0.913,0.272,0.389,120.894,4,N,3
angel in the sky,boris brejcha,1lewHWUDmqsHvLhf5Vz4hF,0.88,0.564,0,-13.157,1,0.043,0.000888,0.856,0.0813,0.204,124.997,4,N,3
never comin' home,bailey zimmerman,4hEA25qUMn3camHI87UhiI,0.556,0.59,10,-6.846,1,0.029,0.25,0.0,0.109,0.573,143.972,4,N,6
do like that,korede bello,0z0qRN3HNUCOG9y1R7umuD,0.835,0.366,5,-10.246,0,0.426,0.357,0.0,0.0793,0.659,114.044,4,N,1
alguém como eu,luiz arcanjo,3RHpks3qgV5MfhhErKCS6h,0.511,0.198,4,-13.755,1,0.0332,0.897,7.41e-06,0.131,0.261,128.312,3,N,2
butterflies - piano sonata,tony anderson,6Rzit6BsuduWO2hUshV1Co,0.313,0.0288,4,-28.271,0,0.0395,0.992,0.911,0.0779,0.0764,126.866,4,N,7
nobody said it was easy [mix cut] - original mix,evil activities,6ASkheRUcaSa2TiP8fNPXB,0.247,0.834,0,-6.64,1,0.0515,0.00657,0.00088,0.38,0.058,172.792,4,N,0
我也不想這樣,faye wong,5sMZlRUU91bJsiKp3AWn5H,0.648,0.322,0,-12.927,1,0.0307,0.474,0.00406,0.276,0.27,103.065,4,N,2
dna,bts,3uRLwBjI2TahxslcMTvpFs,0.599,0.775,1,-4.018,0,0.0543,0.0217,0.0,0.0678,0.696,129.817,4,N,1
milk me up before i go go,milking the goatmachine,2Y02EoCYDVcQ5BzHvn9kTB,0.358,0.986,2,-4.191,1,0.127,0.000325,0.886,0.312,0.248,140.038,4,N,3
take it back,the coming weak,35qqlB0qxxQi1H4doCW5gm,0.197,0.898,4,-3.183,0,0.0794,0.000108,0.0404,0.268,0.363,177.062,4,N,0
black dragon,dissection,5ZJwjTma5MQDjPIxP5HiTn,0.358,0.898,5,-4.308,0,0.0378,1.31e-05,0.0647,0.312,0.545,51.436,4,N,1
jimmy,moriarty,6Zw0NBdfr1VlVJjDRFwUe1,0.748,0.305,10,-9.166,0,0.034,0.901,3.11e-06,0.103,0.263,126.149,4,N,2
the duck song - party dance mix,rik gaynor,14Tco8rexorbaMzkTVfKOr,0.661,0.969,9,-6.446,1,0.138,0.0295,0.0,0.123,0.862,82.522,4,N,6
likhe jo khat tujhe,raj barman,6fELo6r2QW8FbBHdn8BiFd,0.773,0.624,2,-7.615,0,0.052,0.0106,3.86e-06,0.0541,0.431,105.044,4,N,1
unit 731,magrudergrind,6RhkOuod5deivQlmFfJhQ4,0.313,0.892,8,-4.254,1,0.103,1.69e-05,0.845,0.312,0.269,109.071,4,N,3
ratoncitos paseadores,cri-cri,6uNVLppQzfxTfKJPIgEXxW,0.49,0.289,0,-10.722,0,0.056,0.833,0.0,0.281,0.698,167.326,4,N,2
calling on,swedish house mafia,6ByN6v7D5YUogv622VMGrk,0.45,0.817,5,-6.488,0,0.212,0.0493,0.0432,0.168,0.0958,123.934,4,N,0
the times they are a-changin’,viktor kvist,3Oj3qgVvYddVbPrNBDEWO3,0.599,0.0455,7,-21.333,1,0.0595,0.97,0.946,0.112,0.146,112.894,4,N,7
magenta riddim,dj snake,3dsyqPDiWYYilRZNBxgxHE,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,4,N,3
only the good die young,billy joel,1xOXXYh6lTW8laxlW7JP2J,0.579,0.872,0,-6.126,1,0.159,0.159,0.0,0.0935,0.761,76.214,4,N,6
give it up to me,sean paul,6YB6CK4Tsb0BgtxCEL9KlI,0.855,0.674,7,-4.328,1,0.314,0.165,0.0,0.0548,0.578,95.991,4,N,6
50.000 miles,phyric,1ak7MvsxoYqYMjGscAp7d5,0.515,0.853,1,-2.778,0,0.043,0.000602,0.0,0.244,0.186,154.89,4,N,0
like a whisper,lydia barnes,4C4B9L1O7JCiDSniF64rbJ,0.419,0.00988,6,-28.722,1,0.0395,0.991,0.854,0.0888,0.249,95.894,4,N,7
"pussy cat, pussy cat",looloo kids,6H5v8vEUc0KxfYNL2Xk5Bo,0.84,0.519,5,-5.536,1,0.0425,0.108,1.48e-06,0.179,0.663,120.015,4,N,6
vaqueiro da zona rural,os barões da pisadinha,4FmtYL4GujPkEZEPct6PIG,0.726,0.826,5,-6.073,1,0.0495,0.581,2.65e-06,0.119,0.962,172.031,4,N,6
"not here, not tonight",near the parenthesis,1RBVObg6r2fXiM9mA5fxga,0.487,0.43,0,-14.239,1,0.0336,0.759,0.853,0.0934,0.216,94.967,3,N,7
tenacious mirabel,germaine franco,7KkHsz27CF8kp2uczlt1j9,0.158,0.0296,9,-20.019,0,0.035,0.812,0.925,0.152,0.0298,76.577,4,N,7
the hound,nto,2anaZDYYe3O3sEJjXYDVFb,0.737,0.551,6,-11.398,1,0.0401,0.0078,0.812,0.17,0.0437,120.007,4,N,3
ben gideyim,hayko cepkin,1GthdGLkffYiwjYNk0Gy66,0.573,0.623,8,-6.809,0,0.0297,0.104,2.62e-06,0.115,0.459,134.9,4,N,1
mona lisa,bayside,56ejQ1pr7fZVhU5Gfx9YQ5,0.332,0.86,8,-2.988,1,0.0579,0.000471,0.0,0.263,0.6,182.101,3,N,0
baixa essa guarda-capaz de tudo-nunca mais,grupo revelação,0Pg5lYYzwkhioVLUpAFzTX,0.389,0.906,5,-5.971,1,0.0577,0.698,0.0,0.371,0.789,102.13,4,N,6
a greater purpose,ancient bards,3ApG3iuYCLkY6Q6OITwphd,0.425,0.979,7,-2.55,1,0.0737,0.000577,3.38e-06,0.0446,0.393,180.092,4,N,0
joão viu,andrea fontes,0cXDF8AZRSeebk6f5xmkUd,0.522,0.514,5,-11.025,1,0.0355,0.651,7.02e-05,0.0697,0.449,140.139,4,N,2
deep waters,the lonely heartstring band,0W1VsIsRdvdVL5rNLVPXLo,0.523,0.521,7,-9.321,1,0.0295,0.839,0.00141,0.295,0.6,129.924,4,N,2
vinde a mim,gabriela gomes,74x0zAixJTR1kaXQRzO9uJ,0.423,0.574,4,-5.48,1,0.0375,0.026,0.0,0.075,0.12,145.824,4,N,0
hana,permeate,73UHxDJhvVTUEAm4hodFGl,0.679,0.43,0,-12.8,1,0.0928,0.152,0.447,0.086,0.473,120.005,4,N,6
sparks,overseer,55iFpSzwgB2o6f42oF03gm,0.574,0.404,3,-9.973,1,0.0258,0.167,0.000769,0.0576,0.0667,109.915,4,N,2
game over,gruzja,3MjPdZbYSgzAXjX1ScbSbu,0.619,0.865,9,-4.709,1,0.0624,0.0448,0.591,0.126,0.504,129.946,4,N,3
あなたを失いたくない,shiki theatre company,5qJYx0wjiW5JnjOvgOe1X3,0.315,0.488,7,-7.108,1,0.0444,0.485,0.0,0.118,0.319,88.176,3,N,2
